
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
파주,99,10-25,      10.5,      17.9,       4.5,       2.1,      73.1,       6.5,,,    1016.7,    1020.4,       1.5
대관령,100,10-25,       7.0,      13.1,       1.5,       2.1,      73.7,       6.7,,,     925.7,    1020.6,       3.3
춘천,101,10-25,      10.5,      17.5,       5.1,       1.5,      75.0,       5.8,,,    1011.5,    1020.7,       1.0
백령도,102,10-25,      12.9,      15.7,      10.6,       1.7,      67.8,       6.3,       4.2,,    1004.1,    1020.3,       4.3
강릉,105,10-25,      13.9,      18.7,       9.7,       2.8,      59.1,       6.4,,,    1016.4,    1019.6,       2.6
동해,106,10-25,      13.4,      18.0,       9.0,       2.1,      65.0,       6.4,,,    1014.8,    1019.2,       2.4
서울,108,10-25,      13.0,      18.0,       8.6,       1.9,      60.8,       6.6,       3.2,       2.7,    1010.2,    1020.6,       2.1
인천,112,10-25,      13.3,      17.8,       9.5,       1.6,      66.1,       7.0,       3.3,       2.8,    1012.0,    1020.2,       2.5
원주,114,10-25,      11.1,      18.0,       5.4,       1.2,      69.9,       6.1,,,    1002.6,    1020.6,       0.8
울릉도,115,10-25,      13.8,      17.4,      11.4,       2.3,      70.1,       5.9,       5.0,       2.9,     993.2,    1019.5,       3.3
수원,119,10-25,      12.5,      18.4,       7.4,       1.4,      68.8,       6.8,       3.2,       2.5,    1016.5,    1020.9,       1.5
영월,121,10-25,      10.7,      18.2,       4.9,       1.3,      71.5,       6.0,,,     991.6,    1020.4,       1.1
충주,127,10-25,      10.7,      18.1,       4.7,       1.3,      72.6,       6.0,,,    1009.0,    1021.0,       1.3
서산,129,10-25,      12.3,      18.6,       6.8,       1.7,      72.8,       6.8,,,    1017.7,    1020.8,       2.0
울진,130,10-25,      13.4,      18.5,       8.5,       1.4,      67.3,       6.6,,,    1013.5,    1019.5,       3.1
청주,131,10-25,      12.6,      18.8,       7.2,       1.3,      66.2,       6.7,       3.6,       2.6,    1013.8,    1020.8,       1.3
대전,133,10-25,      12.6,      18.9,       7.3,       1.3,      70.6,       6.7,       3.4,       2.2,    1012.4,    1020.8,       1.4
추풍령,135,10-25,      11.2,      17.8,       5.5,       0.9,      69.5,       6.5,,,     991.4,    1020.8,       2.2
안동,136,10-25,      11.5,      18.5,       5.8,       0.8,      70.9,       6.3,       4.1,       2.5,    1003.7,    1020.8,       1.3
상주,137,10-25,      11.7,      18.5,       6.3,       1.0,      70.3,       5.9,,,    1008.4,    1020.2,       1.3
포항,138,10-25,      15.1,      19.7,      11.1,       0.6,      63.0,       6.7,       3.7,       3.1,    1019.7,    1020.1,       2.4
군산,140,10-25,      13.4,      18.5,       9.0,       1.4,      73.2,       6.6,,,    1017.6,    1020.8,       2.7
울산,152,10-25,      14.7,      20.3,      10.1,       0.9,      64.8,       6.6,       3.6,,    1014.8,    1019.8,       1.9
창원,155,10-25,      15.5,      20.5,      11.4,       0.8,      60.6,       7.1,       3.0,,    1017.0,    1019.6,       1.6
광주,156,10-25,      14.3,      20.1,       9.4,       1.1,      66.9,       6.8,       3.6,,    1011.8,    1020.4,       1.6
부산,159,10-25,      16.2,      21.0,      12.6,       2.0,      60.4,       7.3,       3.4,       3.2,    1011.1,    1019.4,       3.0
통영,162,10-25,      15.7,      20.8,      11.7,       1.1,      65.5,       7.2,,,    1016.1,    1019.9,       2.4
목포,165,10-25,      15.0,      19.9,      11.0,       1.0,      69.4,       6.9,       3.9,       3.0,    1015.6,    1020.6,       3.8
여수,168,10-25,      15.7,      19.6,      12.7,       0.9,      60.9,       7.5,       3.0,       4.0,    1011.8,    1019.8,       4.3
흑산도,169,10-25,      15.5,      18.1,      13.7,       1.4,      74.9,       6.4,       4.3,,    1010.8,    1020.1,       5.6
완도,170,10-25,      15.2,      19.7,      11.3,       1.4,      69.5,       6.7,,,    1016.5,    1020.2,       3.1
고창,172,10-25,      13.3,      19.1,       8.1,       1.5,      79.8,       6.3,,,    1013.6,    1019.8,       2.4
제주,184,10-25,      17.0,      20.1,      14.2,       2.1,      66.1,       5.4,       4.9,       3.2,    1017.8,    1020.4,       3.2
고산,185,10-25,      17.0,      20.0,      14.4,       1.7,      68.8,       6.7,,,    1011.0,    1019.6,       6.9
성산,188,10-25,      16.6,      20.4,      13.0,       3.0,      68.9,       6.5,,,    1017.8,    1020.0,       3.2
서귀포,189,10-25,      18.1,      22.0,      14.9,       3.0,      64.9,       7.1,       4.0,       3.5,    1013.1,    1019.1,       2.6
진주,192,10-25,      12.9,      20.5,       6.6,       1.0,      70.1,       7.1,,,    1016.9,    1020.1,       1.0
강화,201,10-25,      11.7,      17.4,       6.3,       1.8,      68.4,       6.9,,,    1015.5,    1021.1,       1.7
양평,202,10-25,      10.9,      18.1,       5.3,       1.4,      74.1,       6.4,,,    1015.6,    1021.5,       1.1
이천,203,10-25,      10.9,      18.3,       4.8,       1.4,      69.3,       6.3,,,    1011.5,    1020.8,       1.0
인제,211,10-25,       9.7,      17.2,       4.1,       1.5,      71.0,       5.5,,,     996.9,    1021.1,       1.5
홍천,212,10-25,       9.7,      18.0,       4.0,       1.3,      70.8,       5.9,,,    1004.2,    1021.4,       0.9
태백,216,10-25,       8.6,      15.3,       3.0,       1.1,      68.1,       6.2,,,     936.7,    1020.1,       1.4
정선군,217,10-25,      10.3,      17.5,       5.4,       1.5,      71.6,       4.6,,,     983.2,    1020.0,       1.4
제천,221,10-25,       9.3,      17.5,       2.7,       1.7,      71.8,       6.5,,,     989.7,    1021.3,       1.2
보은,226,10-25,      10.2,      18.1,       3.8,       1.2,      72.9,       6.5,,,     999.7,    1020.6,       1.1
천안,232,10-25,      11.4,      18.5,       5.3,       1.6,      70.5,       6.8,,,    1016.8,    1020.9,       1.5
보령,235,10-25,      13.3,      18.8,       8.4,       1.6,      70.8,       6.9,,,    1018.7,    1020.8,       1.6
부여,236,10-25,      11.7,      19.4,       5.5,       1.3,      73.9,       6.4,,,    1019.4,    1021.1,       1.0
금산,238,10-25,      10.7,      19.0,       4.6,       1.0,      72.6,       6.0,,,    1000.5,    1021.2,       0.9
부안,243,10-25,      13.1,      19.2,       7.7,       1.6,      72.0,       6.7,,,    1019.9,    1021.0,       1.4
임실,244,10-25,      10.6,      18.7,       4.1,       1.3,      73.3,       6.3,,,     991.5,    1021.2,       1.1
정읍,245,10-25,      13.3,      19.5,       8.1,       1.5,      71.0,       6.3,,,    1015.3,    1020.8,       1.1
남원,247,10-25,      11.7,      19.8,       5.2,       1.3,      72.9,       6.6,,,    1008.7,    1021.0,       1.2
장수,248,10-25,       9.7,      17.8,       3.3,       1.5,      75.9,       6.2,,,     972.7,    1021.2,       1.4
영광군,252,10-25,      13.6,      19.2,       8.5,       1.9,      73.0,       6.5,,,    1015.1,    1019.5,       2.3
김해시,253,10-25,      15.6,      21.4,      11.1,       1.2,      62.1,       6.8,,,    1012.3,    1019.3,       1.8
순창군,254,10-25,      12.4,      19.3,       6.9,       1.7,      74.0,       6.2,,,    1004.6,    1019.8,       1.5
양산시,257,10-25,      15.1,      21.1,      10.3,       1.3,      65.2,       6.8,,,    1018.1,    1019.7,       2.1
강진군,259,10-25,      14.0,      19.9,       8.8,       1.7,      70.4,       6.8,,,    1018.4,    1019.8,       2.3
장흥,260,10-25,      13.2,      20.4,       7.0,       1.2,      71.1,       6.9,,,    1015.1,    1020.4,       1.7
해남,261,10-25,      13.7,      20.2,       7.4,       1.2,      70.8,       7.0,,,    1018.6,    1020.7,       1.9
고흥,262,10-25,      13.9,      20.4,       8.0,       1.2,      68.4,       7.0,,,    1014.1,    1020.4,       1.4
의령군,263,10-25,      12.3,      20.2,       6.5,       0.8,      79.4,       6.3,,,    1017.4,    1019.1,       1.0
함양군,264,10-25,      11.9,      20.0,       5.9,       1.2,      77.9,       5.8,,,    1001.4,    1019.5,       1.0
진도군,268,10-25,      14.4,      19.4,       9.3,       1.6,,,,,,,       2.0
봉화,271,10-25,       9.0,      17.6,       2.1,       0.9,      73.2,       6.2,,,     982.3,    1020.3,       1.2
영주,272,10-25,      10.9,      17.8,       4.8,       1.2,      67.8,       6.8,,,     995.4,    1020.4,       2.4
문경,273,10-25,      11.0,      17.9,       5.2,       1.0,      68.9,       6.8,,,    1000.0,    1020.7,       1.7
청송군,276,10-25,      10.3,      18.1,       4.4,       0.7,      76.6,       5.4,,,     994.7,    1019.6,       1.1
영덕,277,10-25,      13.3,      19.0,       8.3,       1.1,      66.6,       6.8,,,    1015.6,    1020.6,       2.5
의성,278,10-25,      10.5,      19.4,       3.6,       0.6,      73.0,       6.2,,,    1011.0,    1020.6,       1.0
구미,279,10-25,      12.2,      19.2,       6.5,       0.7,      69.8,       6.1,,,    1015.2,    1020.8,       1.3
영천,281,10-25,      12.1,      19.7,       5.8,       0.7,      67.7,       6.6,,,    1009.4,    1020.6,       1.5
경주시,283,10-25,      13.0,      20.3,       7.4,       0.7,      72.8,       5.8,,,    1014.5,    1019.1,       2.0
경주시,283,10-25,      13.0,      20.3,       7.4,       0.7,      72.8,       5.8,,,    1014.5,    1019.1,       2.0
거창,284,10-25,      10.9,      19.3,       4.4,       1.1,      71.6,       6.4,,,     994.0,    1020.9,       1.2
합천,285,10-25,      12.5,      20.6,       6.5,       0.9,      69.5,       6.4,,,    1016.7,    1020.6,       1.0
밀양,288,10-25,      13.1,      20.8,       6.7,       0.6,      70.1,       6.8,,,    1019.0,    1020.4,       1.1
산청,289,10-25,      12.3,      19.8,       6.7,       0.9,      67.8,       6.2,,,    1004.4,    1021.2,       1.4
거제,294,10-25,      14.9,      20.3,      10.4,       1.6,      66.1,       6.8,,,    1014.9,    1019.6,       1.3
남해,295,10-25,      14.8,      20.2,      10.5,       1.1,      64.3,       7.2,,,    1015.1,    1020.6,       1.6
강남,400,10-25,      13.8,      18.5,       9.9,       1.8,,,,,,,       1.5
서초,401,10-25,      13.8,      18.9,       9.7,       1.7,,,,,,,       1.2
강동,402,10-25,      12.8,      18.4,       8.1,       2.1,,,,,,,       1.2
송파,403,10-25,      14.0,      18.8,       9.9,       1.8,,,,,,,       1.6
강서,404,10-25,      13.4,      18.2,       9.2,       1.6,,,,,,,       1.5
양천,405,10-25,      14.1,      18.6,      10.2,       1.8,,,,,,,       1.3
도봉,406,10-25,      12.1,      18.4,       6.8,       2.3,,,,,,,       0.9
노원,407,10-25,      11.5,      18.3,       5.5,       2.2,,,,,,,       1.3
동대문,408,10-25,      13.9,      18.9,       9.6,       2.0,,,,,,,       1.6
중랑,409,10-25,      13.7,      18.5,       9.5,       2.2,,,,,,,       1.9
기상청,410,10-25,      13.8,      18.5,       9.9,       1.7,,,,,,,       1.3
마포,411,10-25,      14.0,      18.6,      10.2,       1.8,,,,,,,       2.1
서대문,412,10-25,      12.7,      18.5,       8.1,       1.9,,,,,,,       1.5
광진,413,10-25,      13.6,      18.5,       9.4,       1.7,,,,,,,       1.6
성북,414,10-25,      12.7,      17.7,       8.8,       2.1,,,,,,,       1.4
용산,415,10-25,      13.9,      18.6,       9.8,       1.6,,,,,,,       1.5
은평,416,10-25,      12.3,      18.1,       7.5,       1.8,,,,,,,       1.6
금천,417,10-25,      14.0,      18.3,      10.4,       1.5,,,,,,,       1.7
중구,419,10-25,      12.2,      17.0,       8.5,       1.9,,,,,,,       2.3
성동,421,10-25,      14.0,      18.3,      10.2,       1.8,,,,,,,       1.9
구로,423,10-25,      12.8,      18.0,       8.5,       1.8,,,,,,,       1.7
강북,424,10-25,      13.4,      18.2,       9.0,       2.4,,,,,,,       1.6
남현,425,10-25,      12.5,      17.4,       8.4,       3.0,,,,,,,       1.2
부천,433,10-25,      13.8,      18.6,       9.7,       1.8,,,,,,,       1.0
안양,434,10-25,      13.6,      18.1,       9.9,       1.7,,,,,,,       2.1
광명,437,10-25,      14.3,      18.6,      10.8,       1.7,,,,,,,       1.8
군포,438,10-25,      13.8,      18.5,      10.1,       1.8,,,,,,,       1.2
김포,441,10-25,      12.2,      17.7,       7.8,       2.0,,,,,,,       1.3
하남,444,10-25,      12.5,      18.8,       7.4,       0.8,,,,,,,       0.7
의왕,445,10-25,      11.9,      17.4,       7.2,       1.7,,,,,,,       1.0
포천,504,10-25,      10.7,      18.3,       4.7,       2.4,,,,,,,       1.1
가평조종,505,10-25,       9.2,      17.3,       3.2,       1.9,,,,,,,       1.0
영등포,510,10-25,      14.3,      18.8,      10.7,       1.4,,,,,,,       1.4
인천연수,512,10-25,      13.6,      18.7,       9.0,       1.8,,,,,,,       1.7
안성,516,10-25,      12.3,      18.8,       7.0,       1.4,,,,,,,       1.0
간성,517,10-25,      12.3,      17.6,       7.2,       3.0,,,,,,,       1.8
평창,526,10-25,       9.7,      17.4,       4.0,       1.5,,,,,,,       1.0
의정부,532,10-25,      11.3,      18.0,       5.6,       2.1,,,,,,,       0.9
횡성,536,10-25,      10.2,      18.4,       4.2,       1.5,,,,,,,       1.0
고양,540,10-25,      11.7,      18.6,       5.9,       1.7,,,,,,,       1.1
남양주,541,10-25,      10.5,      18.6,       4.4,       2.1,,,,,,,       0.9
안산,545,10-25,      11.7,      18.4,       5.5,       1.5,,,,,,,       1.4
경기광주,546,10-25,      11.3,      18.0,       6.2,       1.7,,,,,,,       1.4
여주,548,10-25,      10.6,      18.2,       5.2,       1.4,,,,,,,       1.0
용인,549,10-25,      11.1,      18.3,       5.7,       1.3,,,,,,,       1.0
오산,550,10-25,      12.0,      18.7,       7.0,       1.5,,,,,,,       1.1
평택,551,10-25,      12.8,      19.1,       7.5,       1.6,,,,,,,       1.4
화천,555,10-25,       9.6,      18.1,       4.0,       1.8,,,,,,,       1.1
양구,556,10-25,       9.2,      17.7,       3.5,       1.7,,,,,,,       1.0
시흥,565,10-25,      13.1,      18.5,       8.2,       1.5,,,,,,,       1.5
구리,569,10-25,      12.5,      18.4,       7.8,       2.1,,,,,,,       1.2
금곡,570,10-25,      12.4,      17.9,       7.7,       1.6,,,,,,,       1.2
화성,571,10-25,      12.8,      18.4,       8.3,       1.6,,,,,,,       1.3
성남,572,10-25,      13.0,      18.4,       8.2,       1.4,,,,,,,       1.1
과천,590,10-25,      12.3,      18.5,       7.2,       1.6,,,,,,,       1.5
진부령,595,10-25,       9.0,      14.6,       4.0,       1.5,,,,,,,       2.6
양주,598,10-25,      10.5,      18.1,       4.3,       1.9,,,,,,,       0.9
단양,601,10-25,      10.9,      18.2,       6.1,       1.1,,,,,,,       0.8
진천,602,10-25,      11.1,      18.6,       5.4,       1.8,,,,,,,       1.0
괴산,603,10-25,      10.2,      18.3,       4.5,       1.7,,,,,,,       0.9
옥천,604,10-25,      11.2,      18.7,       5.7,       1.3,,,,,,,       0.9
세종연서,611,10-25,      11.2,      19.0,       5.4,       1.3,,,,,,,       1.0
공주,612,10-25,      12.0,      19.0,       6.2,       1.5,,,,,,,       1.1
서천,614,10-25,      12.6,      19.1,       6.9,       1.5,,,,,,,       1.5
논산,615,10-25,      11.9,      19.5,       5.6,       1.5,,,,,,,       1.2
당진,616,10-25,      12.2,      18.3,       7.1,       1.7,,,,,,,       1.7
청양,618,10-25,      11.1,      18.6,       4.8,       1.9,,,,,,,       1.0
음성,619,10-25,       9.9,      18.7,       3.4,       1.6,,,,,,,       1.2
증평,623,10-25,      11.0,      18.7,       5.1,       1.6,,,,,,,       1.0
태안,627,10-25,      13.7,      18.8,       9.7,       1.9,,,,,,,       1.7
예산,628,10-25,      12.3,      19.0,       6.9,       1.6,,,,,,,       1.6
아산,634,10-25,      12.7,      18.7,       7.5,       1.6,,,,,,,       1.7
계룡,636,10-25,      11.0,      18.8,       4.5,       1.3,,,,,,,       0.8
오월드,642,10-25,      13.3,      19.4,       8.2,       1.5,,,,,,,       0.9
세천,643,10-25,      11.7,      18.7,       6.0,       1.2,,,,,,,       0.9
장동,648,10-25,      12.0,      18.9,       6.5,       1.3,,,,,,,       0.9
부평,649,10-25,      12.3,      18.5,       7.0,       2.6,,,,,,,       0.6
연천청산,652,10-25,      11.0,      18.4,       5.0,       2.1,,,,,,,       1.0
양양,670,10-25,      13.8,      18.4,       9.5,       0.6,,,,,,,       2.3
사북,674,10-25,       8.7,      14.2,       3.9,       1.3,,,,,,,       2.5
무안,699,10-25,      13.7,      19.2,       8.7,       1.4,,,,,,,       1.9
무주,701,10-25,      10.9,      18.4,       4.9,       1.0,,,,,,,       1.1
익산,702,10-25,      13.1,      19.6,       7.3,       1.5,,,,,,,       1.2
진안,703,10-25,      10.2,      18.0,       4.3,       1.3,,,,,,,       1.3
담양,706,10-25,      12.9,      20.2,       7.3,       1.6,,,,,,,       1.7
광산,708,10-25,      13.6,      20.3,       7.7,       1.0,,,,,,,       1.6
구례,709,10-25,      12.7,      20.7,       6.8,       1.3,,,,,,,       1.2
나주,710,10-25,      13.4,      20.5,       7.6,       1.3,,,,,,,       1.3
순천시,712,10-25,      15.0,      20.6,      10.7,       1.4,,,,,,,       2.0
광양읍,713,10-25,      14.5,      21.1,       9.3,       1.3,,,,,,,       1.5
